Id	HGNC_symbol	Status	HGNC_ID	HGNC_name	GeneID	UniProt_AC	UniProt_ID	Domain	MGI_symbol	MGI_ID	UniProt_AC_Mm	UniProt_ID_Mm	GeneTag	GeneDesc	Function	Modification	PMID_function	Complex_name	Target	Specific_target	Product	UniProt_ID_target	PMID_target	Comment
363	MORF4L2	#	16849	mortality factor 4 like 2	9643	Q15014	MO4L2_HUMAN	"MRG PF05712 93-276, Pfam-B_26706 PB026706 1-39"	Morf4l2	1927167	Q9R0Q4	MO4L2_MOUSE	#	#	Histone modification erase cofactor	Histone acetylation	12963728	NuA4	histone	#	#	#	12963728	The FLJ10914 protein is associated with components of the TRRAP/TIP60 histone acetyltransferase complex and binds directly to the MORF4-related MRG15 and MRGX proteins.
364	MOV10	New	7200	Mov10 RISC complex RNA helicase	4343	Q9HCE1	MOV10_HUMAN	"AAA_11 PF13086 498-605 599-691, AAA_12 PF13087 698-923, Pfam-B_18178 PB018178 1-114"	Mov10	97054	P23249	MOV10_MOUSE	#	#	#	#	20543829	#	histone	#	#	#	#	MOV10 may be directly involved in transcriptional silencing by PcG complexes.
365	MPHOSPH8	#	29810	M-phase phosphoprotein 8	54737	Q99549	MPP8_HUMAN	"Ank_2 PF12796 570-664 647-730, Chromo PF00385 59-109"	Mphosph8	1922589	Q3TYA6	MPP8_MOUSE	ANKRD	Ankyrin repeat domain containing	Histone modification read	#	21419134	#	histone	"H3K9me3, H3K9me2"	#	#	21419134	"M-phase phosphoprotein 8 (MPP8=MPHOSPH8) harbors an N-terminal chromodomain and a C-terminal ankyrin repeat domain. MPP8, via its chromodomain, binds histone H3 peptide tri- or di-methylated at lysine 9 (H3K9me3/H3K9me2) in submicromolar affinity."
366	MRGBP	#	15866	MRG/MORF4L binding protein	55257	Q9NV56	MRGBP_HUMAN	Eaf7 PF07904 34-114	Mrgbp	1920497	Q9DAT2	MRGBP_MOUSE	#	#	Histone modification write cofactor	Histone acetylation	12963728	NuA4	histone	#	#	#	12963728	"TRCp120, DMAP1, and MRGBP are components of the mammalian TRRAP/TIP60 histone acetyltransferase complex."
367	MSH6	#	7329	mutS homolog 6	2956	P52701	MSH6_HUMAN	"MutS_I PF01624 407-526, MutS_II PF05188 537-703, MutS_III PF05192 737-1065, MutS_IV PF05190 932-1024, MutS_V PF00488 1074-1326, PWWP PF00855 90-182"	Msh6	1343961	P54276	MSH6_MOUSE	#	#	Histone modification read	#	21423274	#	histone	H3K36me3	#	#	"21423274, 23622243"	Table 1 in the reference. Via its PWWP domain it specifically binds trimethylated 'Lys-36' of histone H3 (H3K36me3): early recruitment to chromatin to be replicated allowing a quick identification of mismatch repair to initiate the DNA mismatch repair reaction.
368	MSL1	#	27905	male-specific lethal 1 homolog (Drosophila)	339287	Q68DK7	MSL1_HUMAN	"PEHE PF15275 473-591, Pfam-B_41610 PB041610 41-129, Pfam-B_70275 PB070275 1-39"	Msl1	1921276	Q6PDM1	MSL1_MOUSE	#	#	Histone modification write	Histone ubiquitination	21726816	#	histone	H2BK34	H2BK34ub	#	21726816	MSL1/2 ubiquitylates nucleosomal H2B on K34 in vitro.
369	MSL2	#	25544	male-specific lethal 2 homolog (Drosophila)	55167	Q9HCI7	MSL2_HUMAN	"Pfam-B_16851 PB016851 461-575, Pfam-B_19348 PB019348 1-89, Pfam-B_20099 PB020099 211-459, Pfam-B_22844 PB022844 91-209"	Msl2	1925103	Q69ZF8	MSL2_MOUSE	RNF	RING-type (C3HC4) zinc fingers	Histone modification write	Histone ubiquitination	21726816	#	histone	H2BK34	H2BK34ub	#	21726816	"RING finger protein MSL2 in the MOF-MSL complex is a histone ubiquitin E3 ligase. MSL2, together with MSL1, has robust histone ubiquitylation activity that mainly targets nucleosomal H2B on lysine 34 (H2B K34ub), a site within a conserved basic patch on H2B tail."
370	MSL3	#	7370	male-specific lethal 3 homolog (Drosophila)	10943	Q8N5Y2	MS3L1_HUMAN	"MRG PF05712 136-504, Tudor-knot PF11717 11-74"	Msl3	1341851	Q9WVG9	MS3L1_MOUSE	#	#	Histone modification read	#	20943666	#	histone	H4K20me1	#	#	20943666	MSL3 plays an important role in targeting the male specific lethal complex to chromatin in both humans and flies by binding to H4K20Me.
371	MST1	New	7380	macrophage stimulating 1 (hepatocyte growth factor-like)	4485	P26927	HGFL_HUMAN	"Kringle PF00051 110-186 191-268 283-361 370-448, PAN_1 PF00024 16-106, Trypsin PF00089 484-704"	Mst1	96080	P26928	HGFL_MOUSE	#	#	Histone modification	#	17320507	#	histone	#	#	#	#	Classified as histone-modifying enzymes in paper.
372	MTA1	#	7410	metastasis associated 1	9112	Q13330	MTA1_HUMAN	"BAH PF01426 4-164, ELM2 PF01448 167-221, GATA PF00320 393-430"	Mta1	2150037	Q8K4B0	MTA1_MOUSE	GATAD	GATA zinc finger domain containing	Chromatin remodelling cofactor	#	9885572	NuRD	chromatin	#	#	#	9885572	"One subunit of NURD was identified as MTA1, a metastasis-associated protein with a region similar to the nuclear receptor corepressor, N-CoR; and antibodies against NURD partially relieve transcriptional repression by thyroid hormone receptor. These results suggest that ATP-dependent chromatin remodeling can participate in transcriptional repression by assisting repressors in gaining access to chromatin."
373	MTA2	#	7411	"metastasis associated 1 family, member 2"	9219	O94776	MTA2_HUMAN	"BAH PF01426 4-144, ELM2 PF01448 147-201, GATA PF00320 367-404, Pfam-B_3593 PB003593 571-637"	Mta2	1346340	Q9R190	MTA2_MOUSE	GATAD	GATA zinc finger domain containing	Histone modification erase cofactor	Histone acetylation	10444591	NuRD	histone	#	#	#	10444591	"MTA2 directs the assembly of an active histone deacetylase complex, and the association of MTA2 with the core HDAC/RbAp complex requires MBD3."
374	MTA3	#	23784	"metastasis associated 1 family, member 3"	57504	Q9BTC8	MTA3_HUMAN	"BAH PF01426 4-147, ELM2 PF01448 150-204, GATA PF00320 379-416, Pfam-B_11869 PB011869 421-489, Pfam-B_22870 PB022870 491-520"	Mta3	2151172	Q924K8	MTA3_MOUSE	GATAD	GATA zinc finger domain containing	Chromatin remodelling cofactor	#	12705869	NuRD	chromatin	#	#	#	12705869	The product of human MTA3 is an estrogen-dependent component of the Mi-2/NuRD transcriptional corepressor in breast epithelial cells. MTA3 constitutes a key component of an estrogen-dependent pathway regulating growth and differentiation.
375	MTF2	New	29535	metal response element binding transcription factor 2	22823	Q9Y483	MTF2_HUMAN	"Mtf2_C PF14061 542-592, PHD PF00628 104-157"	Mtf2	105050	Q02395	MTF2_MOUSE	"TDRD, PHF"	"Tudor domain containing, ""Zinc fingers, PHD-type"""	Polycomb group (PcG) protein	#	21881606	PRC2	histone	H3K36me3	#	#	21881606	Polycomb group (PcG) that binds histone H3 trimethylated at Lys-36.
376	MUM1	#	29641	melanoma associated antigen (mutated) 1	84939	Q2TAK8	MUM1_HUMAN	Pfam-B_7774 PB007774 1-232	Mum1	1915364	Q6DID5	MUM1_MOUSE	#	#	Histone modification read	#	217205545	#	histone	"H3K36me, K3K79me, H4K20me"	#	#	217205545	"The PWWP domains in BRPF1, BRPF2, HDGF2, MUM1 and the N-terminal PWWP domains of WHSC1 and WHSC1L1 show weak binding affinity to histones with H3K36, K3K79 or H4K20"
377	MYBBP1A	#	7546	MYB binding protein (P160) 1a	10514	Q9BQG0	MBB1A_HUMAN	DNA_pol_phi PF04931 70-836	Mybbp1a	106181	Q7TPV4	MBB1A_MOUSE	#	#	Chromatin remodelling cofactor	#	16603771	B-WICH	chromatin	#	#	#	16603771	"The WSTF (Williams syndrome transcription factor) protein is involved in vitamin D-mediated transcription and replication as a component of two distinct ATP-dependent chromatin remodeling complexes, WINAC and WICH, respectively. The WICH complex (WSTF-SNF2h) interacts with several nuclear proteins as follows: Sf3b155/SAP155, RNA helicase II/Gu??, Myb-binding protein 1a, CSB."
378	MYO1C	#	7597	myosin IC	4641	O00159	MYO1C_HUMAN	"IQ PF00612 735-755 758-777, Myosin_TH1 PF06017 873-1059, Myosin_head PF00063 48-718"	Myo1c	106612	Q9WTI7	MYO1C_MOUSE	MYOI	Myosins / Myosin superfamily : Class I	Chromatin remodelling cofactor	#	16603771	B-WICH	chromatin	#	#	#	16603771	"The WSTF (Williams syndrome transcription factor) protein is involved in vitamin D-mediated transcription and replication as a component of two distinct ATP-dependent chromatin remodeling complexes, WINAC and WICH, respectively. The WICH complex (WSTF-SNF2h) interacts with several nuclear proteins as follows: Sf3b155/SAP155, RNA helicase II/Gualpha, Myb-binding protein 1a, CSB, the proto-oncogene Dek, and nuclear myosin 1 in a large 3-MDa assembly, B-WICH, during active transcription."
379	MYSM1	#	29401	"Myb-like, SWIRM and MPN domains 1"	114803	Q5VVJ2	MYSM1_HUMAN	"JAB PF01398 572-682, Myb_DNA-binding PF00249 118-163, Pfam-B_30622 PB030622 691-736, SWIRM PF04433 372-461"	Mysm1	2444584	Q69Z66	MYSM1_MOUSE	#	#	Histone modification erase	Histone ubiquitination	17707232	#	histone	H2Aub	H2A	#	17707232	"JAMM/MPN(+) domain-containing histone H2A deubiquitinase (2A-DUB, or KIAA1915/MYSM1) is specific for monoubiquitinated H2A (uH2A) that has permitted delineation of a strategy for specific regulatory pathways of gene activation."
380	NAA60	#	25875	"N(alpha)-acetyltransferase 60, NatF catalytic subunit"	79903	Q9H7X0	NAA60_HUMAN	Acetyltransf_1 PF00583 57-156	Naa60	1922013	Q9DBU2	NAA60_MOUSE	NAA	N(alpha)-acetyltransferase subunits	Histone modification write	Histone acetylation	21981917	#	histone	"H4K20, H4K79, H4K91"	"H4K20ac, H4K79ac, H4K91ac"	#	21981917	"HAT4 =NAA60 is localized in the Golgi apparatus and displays a substrate preference for lysine residues of free histone H4, including H4K79 and H4K91, that reside in the globular domain of H4."
381	NAP1L1	#	7637	nucleosome assembly protein 1-like 1	4673	P55209	NP1L1_HUMAN	NAP PF00956 75-346	Nap1l1	1855693	P28656	NP1L1_MOUSE	#	#	Histone chaperone	#	18226242	#	histone	#	#	#	18226242	"Human Nucleosome Assembly Protein-1 (hNAP-1) =NAP1L1 is known to act as a histone chaperone that shuttles histones H2A/H2B into the nucleus, assembles nucleosomes and promotes chromatin fluidity, thereby affecting transcription of several cellular genes."
382	NAP1L2	New	7638	nucleosome assembly protein 1-like 2	4674	Q9ULW6	NP1L2_HUMAN	NAP PF00956 109-412	Nap1l2	106654	P51860	NP1L2_MOUSE	#	#	Histone modification cofactor	#	"21333655, 17591696"	#	histone	"H3, H4"	#	#	#	Interacts with H3 and H4 and may be involved in regulation of acetylation.
383	NAP1L4	New	7640	nucleosome assembly protein 1-like 4	4676	Q99733	NP1L4_HUMAN	NAP PF00956 64-339	Nap1l4	1316687	Q78ZA7	NP1L4_MOUSE	#	#	Histone modification cofactor	#	21333655	#	histone	"H3, H4"	#	#	#	Interacts with H3 and H4 and may be involved in regulation of acetylation.
384	NASP	#	7644	nuclear autoantigenic sperm protein (histone-binding)	4678	P49321	NASP_HUMAN	"SHNi-TPR PF10516 542-579, TPR_1 PF00515 584-617"	Nasp	1355328	Q99MD9	NASP_MOUSE	TTC	Tetratricopeptide (TTC) repeat domain containing	Chromatin remodelling	#	8724350	#	histone	H1	#	#	8724350	"Binds to linker H1 histones, but not to core histones."
385	NAT10	#	29830	N-acetyltransferase 10 (GCN5-related)	55226	Q9H0A0	NAT10_HUMAN	"DUF1726 PF08351 107-201, GNAT_acetyltr_2 PF13718 528-753, Helicase_RecD PF05127 281-488, tRNA_bind_2 PF13725 771-892"	Nat10	2138939	Q8K224	NAT10_MOUSE	#	#	Histone modification write	Histone acetylation	14592445	#	histone	#	#	#	14592445	hALP =NAT10 can specifically acetylate free histones in vitro. hALP may influence the activity of histone acetylation and possibly up-regulate telomerase activity through transactivation of hTERT promoter.
386	NBN	New	7652	nibrin	4683	O60934	NBN_HUMAN	"FHA PF00498 24-100, Nbs1_C PF08599 682-746"	Nbn	1351625	Q9R207	NBN_MOUSE	#	#	Chromatin remodelling	#	19338747	#	histone	H2AX	#	#	#	Interacts with H2AX. UniProt: It can also recruit MRE11 and RAD50 to the proximity of DSBs by an interaction with the histone H2AX.
387	NCL	#	7667	nucleolin	4691	P19338	NUCL_HUMAN	"Pfam-B_12581 PB012581 1-59, RRM_1 PF00076 309-377 395-460 488-554 574-641"	Ncl	97286	P09405	NUCL_MOUSE	RBM	RNA binding motif (RRM) containing	Histone chaperone	#	16601700	#	"histone, DNA, RNA"	"DNA motif, RNA motif"	#	#	"16601700, 15371412"	The nuclear protein nucleolin =NCL possesses a histone chaperone activity and this factor greatly enhances the activity of the chromatin remodeling machineries SWI/SNF and ACF.
388	NCOA1	#	7668	nuclear receptor coactivator 1	8648	Q15788	NCOA1_HUMAN	"DUF1518 PF07469 1149-1205 1212-1268, Nuc_rec_co-act PF08815 924-973, PAS PF00989 112-183, PAS_11 PF14598 259-370, SRC-1 PF08832 625-708"	Ncoa1	1276523	P70365	NCOA1_MOUSE	"KAT, bHLH"	"Chromatin-modifying enzymes / K-acetyltransferases, Basic helix-loop-helix proteins"	Histone modification write	Histone acetylation	9296499	#	histone	"H3, H4"	#	#	9296499	"The HAT activity of SRC-1=NCOA1 maps to its carboxy-terminal region and is primarily specific for histones H3 and H4. Acetylation by SRC-1 and PCAF of histones bound at specific promoters may result from ligand binding to steroid receptors and could be a mechanism by which the activation functions of steroid receptors and associated coactivators enhance formation of a stable preinitiation complex, thereby increasing transcription of specific genes from transcriptionally repressed chromatin templates."
389	NCOA2	#	7669	nuclear receptor coactivator 2	10499	Q15596	NCOA2_HUMAN	"DUF1518 PF07469 1281-1338, Nuc_rec_co-act PF08815 1071-1117, PAS PF00989 115-215, PAS_11 PF14598 267-379, SRC-1 PF08832 636-709"	Ncoa2	1276533	Q61026	NCOA2_MOUSE	"KAT, bHLH"	"Chromatin-modifying enzymes / K-acetyltransferases, Basic helix-loop-helix proteins"	Chromatin remodelling cofactor	#	9590696	#	chromatin	#	#	#	9590696	"GR, SRC-1/NcoA1 and GRIP-1/TIF-2/NcoA2 are known to bind to distinct regions. The chromatin remodelling complexes and coactivators may contribute to the transcriptional activation of organized chromatin templates."
390	NCOA3	#	7670	nuclear receptor coactivator 3	8202	Q9Y6Q9	NCOA3_HUMAN	"DUF1518 PF07469 1291-1348, Nuc_rec_co-act PF08815 1045-1095, PAS PF00989 113-210, PAS_11 PF14598 264-375, Pfam-B_10879 PB010879 1096-1195, Pfam-B_14009 PB014009 794-924, SRC-1 PF08832 616-704"	Ncoa3	1276535	O09000	NCOA3_MOUSE	"KAT, bHLH"	"Chromatin-modifying enzymes / K-acetyltransferases, Basic helix-loop-helix proteins"	Histone modification write	Histone acetylation	9267036	#	histone	#	#	#	9267036	ACTR =NCOA3 is a potent histone acetyltransferase and appears to define a distinct evolutionary branch.
391	NCOA6	#	15936	nuclear receptor coactivator 6	23054	Q14686	NCOA6_HUMAN	"Nucleic_acid_bd PF13820 45-195, Pfam-B_14375 PB014375 987-1511, Pfam-B_3537 PB003537 407-669"	Ncoa6	1929915	Q9JL19	NCOA6_MOUSE	#	#	Histone modification write cofactor	Histone methylation	17500065	"CHD8, MLL2/3, COMPASS-like MLL3,4"	histone	#	#	#	17500065	"Ectopically expressed PTIP is capable of interacting with DNA damage response proteins including 53BP1, while endogenous PTIP, and a novel protein PA1 are both components of a Set1-like histone methyltransferase (HMT) complex that also contains ASH2L, RBBP5, WDR5, hDPY-30, NCOA6, SET domain-containing HMTs MLL3 and MLL4, and substoichiometric amount of JmjC domain-containing putative histone demethylase UTX."
392	NCOR1	New	7672	nuclear receptor corepressor 1	9611	O75376	NCOR1_HUMAN	"Myb_DNA-binding PF00249 625-670, Pfam-B_4054 PB004054 1242-1723, Pfam-B_670 PB000670 1725-1983, Pfam-B_7837 PB007837 1-159"	Ncor1	1349717	Q60974	NCOR1_MOUSE	#	#	Histone modification erase cofactor	Histone acetylation	14527417	#	histone	#	#	#	#	UniProt: Part of a complex which promotes histone deacetylation and the formation of repressive chromatin structures which may impede the access of basal transcription factors.
393	NCOR2	New	7673	nuclear receptor corepressor 2	9612	Q9Y618	NCOR2_HUMAN	"Myb_DNA-binding PF00249 612-657, Pfam-B_1539 PB001539 271-430"	Ncor2	1337080	Q9WU42	NCOR2_MOUSE	#	#	Histone modification erase cofactor	Histone acetylation	"14527417, 25006126"	#	#	#	#	#	#	Ncor2 knockdown upregulates fos transcription by modulating the acetylation level in the fos promoter region.
394	NEK6	#	7749	NIMA-related kinase 6	10783	Q9HC98	NEK6_HUMAN	Pkinase PF00069 45-306	Nek6	1891638	Q9ES70	NEK6_MOUSE	#	#	Histone modification write	Histone phosphorylation	12054534	#	histone	"H1, H3"	"H1ph, H3ph"	#	12054534	"Recombinant hNek6 protein produced in insect cells effectively phosphorylates histones H1 and H3, but not casein. Thus Nek6 is a mitotic histone kinase which regulates chromatin condensation in mammalian cells."
395	NEK9	#	18591	NIMA-related kinase 9	91754	Q8TD19	NEK9_HUMAN	"Pfam-B_22064 PB022064 309-349, Pkinase PF00069 52-308, RCC1 PF00415 390-441 444-495 499-547 615-665"	Nek9	2387995	Q8K1R7	NEK9_MOUSE	#	#	Histone modification write	Histone phosphorylation	14660563	#	histone	H1	H1ph	#	14660563	"Endogenous, immunoprecipitated Nek9 kinase can become activated (i.e. phosphorylation on histone H1)."
396	NFRKB	#	7802	nuclear factor related to kappaB binding protein	4798	Q6P4R8	NFRKB_HUMAN	"NFRKB_winged PF14465 379-478, Pfam-B_18306 PB018306 610-661"	Nfrkb	2442410	Q6PIJ4	NFRKB_MOUSE	INO80	INO80 complex subunits	"Chromatin remodelling cofactor, TF"	"#, #"	16230350	Ino80	DNA	DNA motif	#	#	16230350	"Five proteins appear to be unique to the human INO80 complex. NFRKB is a large (more than 1300 amino acids) protein. The C-terminal half of NFRKB contains low complexity, mucin-like repeats."
397	NFYB	#	7805	"nuclear transcription factor Y, beta"	4801	P25208	NFYB_HUMAN	"CBFD_NFYB_HMF PF00808 57-122, Pfam-B_17851 PB017851 1-39"	Nfyb	97317	P63139	NFYB_MOUSE	#	#	"Chromatin remodelling, TF"	"#, TF activator"	"15243141, 23332751"	#	DNA	DNA motif	#	#	23332751	NF-Y is a sequence-specific transcription factor with nucleosome-like properties of nonspecific DNA binding and helps establish permissive chromatin modifications at CCAAT promoters.
398	NFYC	New	7806	"nuclear transcription factor Y, gamma"	4802	Q13952	NFYC_HUMAN	"CBFD_NFYB_HMF PF00808 41-105, Pfam-B_8767 PB008767 141-201"	Nfyc	107901	P70353	NFYC_MOUSE	#	#	Histone modification	#	21445285	#	histone	#	#	#	#	NF-Y recruits Ash2L to impart H3K4 trimethylation on CCAAT promoters
399	NIPBL	New	28862	Nipped-B homolog (Drosophila)	25836	Q6KC79	NIPBL_HUMAN	"Cohesin_HEAT PF12765 1794-1835, Nipped-B_C PF12830 2274-2457, Pfam-B_338 PB000338 1292-1355, Pfam-B_4450 PB004450 1859-2018, Pfam-B_5032 PB005032 2020-2194"	Nipbl	1918425	Q6KCD5	NIPBL_MOUSE	#	#	Histone modification erase cofactor	Histone acetylation	"25255084, 18854353"	#	#	#	#	#	#	Probably involved in cohesin loading and promoter-enhancer interaction. Attracts histone deacetylases.
400	NOC2L	#	24517	nucleolar complex associated 2 homolog (S. cerevisiae)	26155	Q9Y3T9	NOC2L_HUMAN	"Noc2 PF03715 325-623, Pfam-B_22168 PB022168 62-101, Pfam-B_2429 PB002429 644-713, Pfam-B_50064 PB050064 1-31"	Noc2l	1931051	Q9WV70	NOC2L_MOUSE	#	#	"Chromatin remodelling, TF"	"#, TF repressor"	15100215	#	histone	H3	#	#	15100215	INHAT =NOC2L (inhibitor of acetyltransferases) is a specific histone H3 N-terminal tail-binding complex.
401	NPAS2	#	7895	neuronal PAS domain protein 2	4862	Q99743	NPAS2_HUMAN	"HLH PF00010 10-59, PAS PF00989 84-176, PAS_11 PF14598 248-356"	Npas2	109232	P97460	NPAS2_MOUSE	bHLH	Basic helix-loop-helix proteins	"Chromatin remodelling, TF"	"#, TF activator"	"14645221, 24196956"	#	DNA	DNA motif	#	#	14645221	There is a time-dependent recruitment of chromatin remodeling machinery by NPAS2 in vivo.
402	NPM1	New	7910	"nucleophosmin (nucleolar phosphoprotein B23, numatrin)"	4869	P06748	NPM_HUMAN	Nucleoplasmin PF03066 13-196	Npm1	106184	Q61937	NPM_MOUSE	#	#	Histone chaperone	#	25349213	#	histone	"H3, H2B, H4"	#	#	#	"Co-immunoprecipitation shows that NPM1 is associated with HP1??, core and linker histones. Uniprot: Acts as a chaperonin for the core histones H3, H2B and H4."
403	NPM2	New	7930	nucleophosmin/nucleoplasmin 2	10361	Q86SE8	NPM2_HUMAN	TSP_1 PF00090 161-209 213-267 271-316 319-374	Npm2	1890811	Q80W85	NPM2_MOUSE	#	#	Histone chaperone	#	21863821	#	histone	"H2A, H2B"	#	#	#	"Core histone chaperon. In the absence of histone tetramers, these chaperones bind H2A-H2B dimers."
404	NSD1	#	14234	nuclear receptor binding SET domain protein 1	64324	Q96L73	NSD1_HUMAN	"PHD PF00628 1709-1751, PWWP PF00855 321-419 1754-1844, Pfam-B_7228 PB007228 821-937, SET PF00856 1953-2059"	Nsd1	1276545	O88491	NSD1_MOUSE	"KMT, PHF"	"Chromatin-modifying enzymes / K-methyltransferases, Zinc fingers, PHD-type"	Histone modification write	Histone methylation	21196496	#	histone	"H3K36, H4K20"	"H3K36me, H4K20me"	#	21196496	NSD1 is a SET domain histone methyltransferase that primarily dimethylates nucleosomal histone H3 lysine 36 (H3K36).
405	NSL1	#	24548	"NSL1, MIS12 kinetochore complex component"	25936	Q96IY1	NSL1_HUMAN	Mis14 PF08641 67-211	Nsl1	2685830	Q8K305	NSL1_MOUSE	#	#	Histone modification write cofactor	Histone acetylation	20018852	#	histone	H4K16	H4K16ac	#	20018852	Binding of NSL1 to MOF enhances MOF acetylation of histone H4 on lysine 16 and of the DNA binding transcription factor p53.
